Texto en Inglés (Origen),Texto en Español (Destino)
9 to rats for 104 consecutive weeks at dosage levels up to 20 mg/ kg/ day did not result in compound- related tumorigenicity.,"La administración oral de zaleplon en ratas durante 104 semanas consecutivas, a dosis de hasta 20 mg/ kg/ día, no produjo tumorogenicidad relacionada con el compuesto."
Oral administration of zaleplon to mice for 65 or 104 consecutive weeks at high dosage levels (≥ 100 mg/ kg/ day) elicited a statistically significant increase in benign but not in malignant liver tumors.,"La administración oral de zaleplon en ratones durante 65 ó 104 semanas consecutivas, a altas dosis (≥ 100 mg/ kg/ día) arrojó un aumento estadísticamente significativo de tumores hepáticos benignos, pero no malignos."
The increased incidence of benign liver tumors in mice was likely an adaptive event.,"El aumento de la incidencia de tumores hepáticos benignos en ratones fue, probablemente, un episodio de adaptación."
Oral administration of zaleplon to rats for 104 consecutive weeks at dosage levels up to 20 mg/ kg/ day did not result in compound- related tumorigenicity.,"La administración oral de zaleplon en ratas durante 104 semanas consecutivas, a dosis de hasta 20 mg/ kg/ día, no produjo tumorogenicidad relacionada con el compuesto."
Oral administration of zaleplon to mice for 65 or 104 consecutive weeks at high dosage levels (≥ 100 mg/ kg/ day) elicited a statistically significant increase in benign but not in malignant liver tumors.,"La administración oral de zaleplon en ratones durante 65 ó 104 semanas consecutivas, a altas dosis (≥ 100 mg/ kg/ día) arrojó un aumento estadísticamente significativo de tumores hepáticos benignos, pero no malignos."
The increased incidence of benign liver tumors in mice was likely an adaptive event.,El aumento de la incidencia de tumores hepáticos benignos en ratones fue probablemente un episodio de adaptación.
"Stavudine was carcinogenic in mice (liver tumours) and rats (liver tumours: cholangiocellular, hepatocellular, mixed hepatocholangiocellular, and/ or vascular; and urinary bladder carcinomas) at very high exposure levels.","Estavudina fue carcinogénica en ratón (tumores hepáticos) y rata (tumores hepáticos colangiocelular, hepatocelular, hepatocolangiocelular, y/ o vascular, y carcinomas de vejiga urinaria) a niveles de exposición muy elevados."
"Stavudine was carcinogenic in mice (liver tumours) and rats (liver tumours: cholangiocellular, hepatocellular, mixed hepatocholangiocellular, and/ or vascular; and urinary bladder carcinomas) at very high exposure levels.","Estavudina fue carcinogénica en ratón (tumores hepáticos) y rata (tumores hepáticos colangiocelular, hepatocelular, hepatocolangiocelular, y/ o vascular, y carcinomas de vejiga urinaria) a niveles de exposición muy elevados."
"Stavudine was carcinogenic in mice (liver tumours) and rats (liver tumours: cholangiocellular, hepatocellular, mixed hepatocholangiocellular, and/ or vascular; and urinary bladder carcinomas) at very high exposure levels.","Estavudina fue carcinogénica en ratón (tumores hepáticos) y rata (tumores hepáticos colangiocelular, hepatocelular, hepatocolangiocelular, y/ o vascular, y carcinomas de vejiga urinaria) a niveles de exposición muy elevados."
"Stavudine was carcinogenic in mice (liver tumours) and rats (liver tumours: cholangiocellular, hepatocellular, mixed hepatocholangiocellular, and/ or vascular; and urinary bladder carcinomas) at very high exposure levels.","Estavudina fue carcinogénica en ratón (tumores hepáticos) y rata (tumores hepáticos colangiocelular, hepatocelular, hepatocolangiocelular, y/ o vascular, y carcinomas de vejiga urinaria) a niveles de exposición muy elevados."
"Stavudine was carcinogenic in mice (liver tumours) and rats (liver tumours: cholangiocellular, hepatocellular, mixed hepatocholangiocellular, and/ or vascular; and urinary bladder carcinomas) at very high exposure levels.","Estavudina fue carcinogénica en ratón (tumores hepáticos) y rata (tumores hepáticos colangiocelular, hepatocelular, hepatocolangiocelular, y/ o vascular, y carcinomas de vejiga urinaria) a niveles de exposición muy elevados."
"- tumor pain,, myelodysplastic syndrome / acute myeloid leukaemia (see below)*,","- dolor tumoral, síndrome mielodisplásico / leucemia mieloide aguda (ver más abajo)*,"
"- a certain benign tumor in the brain (meningioma),","- un determinado tipo de tumor cerebral benigno (meningioma),"
Radiation due to Zevalin might cause damage to tissue around tumors of the lymph system and might cause complications due to swelling of such tumors of the lymph system.,11 La radiación generada por Zevalin puede causar daños en el tejido que circunda a los tumores del sistema linfático y provocar complicaciones debidas a la tumefacción de dichos tumores del sistema linfático.
"An increased incidence of mammary adenocarcinomas and haemangiosarcomas was observed with a no-effect dose of 500 mg/kg (59-fold human exposure) and 100 mg/kg (16-fold human exposure), respectively.","Se observó un aumento de la incidencia de adenocarcinomas mamarios y de hemangiosarcomas con una dosis sin efectos de 500 mg/kg (59 veces la exposición en humanos) y 100 mg/kg (16 veces la exposición en humanos), respectivamente."
"An increased incidence of mammary adenocarcinomas and haemangiosarcomas was observed with a no-effect dose of 500 mg/kg (59-fold human exposure) and 100 mg/kg (16-fold human exposure), respectively.","Se observó un aumento de la incidencia de adenocarcinomas mamarios y de hemangiosarcomas con una dosis sin efectos de 500 mg/kg (59 veces la exposición en humanos) y 100 mg/kg (16 veces la exposición en humanos), respectivamente."
"The imbalance observed in this trial has not been observed in 7 other trials with zoledronic acid, including those with Zometa (zoledronic acid) 4 mg every 3-4 weeks in oncology patients.","La diferencia observada en este ensayo se ha descrito en otros ensayos con ácido zoledrónico, incluyendo los ensayos con Zometa (ácido zoledrónico) 4 mg, administrado cada 3-4 semanas en pacientes oncológicos."
"In a third phase III randomised, double-blind trial, 4 mg Zometa or 90 mg pamidronate every 3 to 4 weeks were compared in patients with multiple myeloma or breast cancer with at least one bone lesion.","En un tercer ensayo de fase III aleatorizado, doble ciego, se comparó Zometa 4 mg con pamidronato 90 mg cada 3 o 4 semanas en pacientes con mieloma múltiple o cáncer de mama con al menos una lesión ósea."
Efficacy results (breast cancer and multiple myeloma patients),Resultados de eficacia (pacientes con cáncer de mama o mieloma múltiple)
"Zometa was also studied in a double-blind, randomised, placebo-controlled trial in 228 patients with documented bone metastases from breast cancer to evaluate the effect of Zometa on the skeletal related event (SRE) rate ratio, calculated as the total number of SRE events (excluding hypercalcaemia and adjusted for prior fracture), divided by the total risk period.","Se estudió también Zometa en un ensayo controlado con placebo, randomizado y doble ciego en 228 pacientes con metástasis óseas documentadas a partir de cáncer de mama, para evaluar el efecto de Zometa sobre la tasa de eventos relacionados con el esqueleto (ERE), calculada como el número total de eventos ERE (excluyendo hipercalcemia y ajustado para fractura previa), dividido por el periodo total de riesgo."
"The imbalance observed in this trial has not been observed in other trials with zoledronic acid, including those with Zometa (zoledronic acid) 4 mg every 3-4 weeks in oncology patients.","La diferencia observada en este ensayo se ha descrito en otros ensayos con ácido zoledrónico, incluyendo los ensayos con Zometa (ácido zoledrónico) 4 mg, administrado cada 3-4 semanas en pacientes oncológicos."
"In a third phase III randomised, double-blind trial, 4 mg Zometa or 90 mg pamidronate every 3 to 4 weeks were compared in patients with multiple myeloma or breast cancer with at least one bone lesion.","En un tercer ensayo de fase III aleatorizado, doble ciego, se comparó Zometa 4 mg con pamidronato 90 mg cada 3 o 4 semanas en pacientes con mieloma múltiple o cáncer de mama con al menos una lesión ósea."
Efficacy results (breast cancer and multiple myeloma patients),Resultados de eficacia (pacientes con cáncer de mama o mieloma múltiple)
"Zometa was also studied in a double-blind, randomised, placebo-controlled trial in 228 patients with documented bone metastases from breast cancer to evaluate the effect of Zometa on the skeletal related event (SRE) rate ratio, calculated as the total number of SRE events (excluding hypercalcaemia and adjusted for prior fracture), divided by the total risk period.","Se estudió también Zometa en un ensayo controlado con placebo, randomizado y doble ciego en 228 pacientes con metástasis óseas documentadas a partir de cáncer de mama, para evaluar el efecto de Zometa sobre la tasa de eventos relacionados con el esqueleto (ERE), calculada como el número total de eventos ERE (excluyendo hipercalcemia y ajustado para fractura previa), dividido por el periodo total de riesgo."
"The highest number of withdrawals from the centralised procedure continue to fall within the ATC categories of blood (class B), neurology (class N) and oncology (class L).","El mayor número de solicitudes retiradas en el procedimiento centralizado sigue dándose en las categorías ATC de hematología (clase B), neurología (clase N) y oncología (clase L)."
L01DB Treatment of metastatic breast cancer,"Diphtheria, pertussis,"
L01XC03 Treatment of patients with metastatic breast cancer whose tumour overexpress HER2,- Allex - desloratadine - B
Treatment of tumor induced hpreuricemia,- Novartis
Position statement on the Use of tumorigenic cells of human origin for the production of biological and biotechnological medicinal products Released for consultation July 2000,Position statement on the Use of tumorigenic cells of human origin for the production of biological and biotechnological medicinal products Publicada para consulta en julio de 2000
"The ad hoc group on oncology, chaired by Dr Frances Rotblat, met once and focused on the development of medicinal products aiming at treating cancer in children and revised the current note for guidance on anti-cancer medicinal products in man","La principal actividad del grupo fue mantener la coherencia en la revisión de los nombres arbitrarios propuestos por los solicitantes desde el punto de vista de la seguridad pública, establecer normas y criterios y actualizar las directrices actualmente existentes sobre la aceptación de nombres comerciales para los medicamentos procesados con arreglo al procedimiento centralizado."
• L01XX • Treatment of squamous cell carcinoma of head and neck,L01XX Treatment of squamous cell carcinoma of head and neck
Treatment of hepatocellular carcinoma,Treatment of hepatocellular carcinoma
Oncology,10%
• Treatment of renal cell carcinoma,Treatment of renal cell carcinoma
• Treatment of renal cell carcinoma,Treatment of renal cell carcinoma
• Treatment of renal cell carcinoma,Treatment of renal cell carcinoma
Treatment of adrenal cortical carcinoma,Treatment of adrenal cortical carcinoma
Treatment of hepatocellular carcinoma,Treatment of hepatocellular carcinoma
Treatment of hepatocellular carcinoma,Presentación de la solicitud Fecha de inicio Dictamen Tiempo activo
Treatment of adrenal cortical carcinoma,Treatment of adrenal cortical carcinoma
• Autologous Renal Cell Tumor Vaccine,Autologous Renal Cell Tumor Vaccine
• Treatment of renal cell carcinoma,Treatment of renal cell carcinoma
Treatment of peritumoral edema derived form brain tumour,Treatment of peritumoral edema derived form brain tumour
Treatment of carcinoma in situ of the urinary bladder,Treatment of carcinoma in situ of the urinary bladder
• ad hoc group on Oncology to up- date the existing CPMP guideline,actualizar la directriz del CPMP sobre medicamentos anticancerosos en el hombre;
L01X Treatment of breast cancer,L01X Treatment of breast cancer
LO2BA02 Tre atment of Breast Tumors,LO2BA02 Tre atment of Breast Tumors
VO9IA01 Diagnosis of colonic and rectal carcinoma,VO9IA01 Diagnosis of colonic and rectal carcinoma
Adeno-carcinoma,Adeno-carcinoma
metastatic carcinoma,met astatic carcinoma
LO1X X17 Treatment of ovarian metastatic carcinoma,LO1X X17 Tre atment of ovarian metastatic carcinoma
"The issues identified by the MRFG for further work include the areas of hormone replacement therapy, paediatric medicines, oncology products, anti- infectives and revision of the guidance on bioequivalence testing.","En opinión del MRFG, debe seguirse trabajando en las siguientes áreas: tratamiento de sustitución hormonal, medicamentos pediátricos, productos oncológicos, antiinfecciosos y revisión de las directrices sobre ensayos de bioequivalencia."
V09IX Imaging of carcinoma of colon or rectum,V09IX Imagen de carcinoma de colon o recto
"the area of clinical immunology, oncology and cellular","Isabelle Moulon, Jefa del Sector de seguridad y eficacia de los medicamentos, nacida el 9 de marzo de 1958, nacionalidad francesa"
"10 ad hoc groups will meet in 2002 The ad hoc groups concern paediatrics, oncology, anti-HIV medicines, comparability of biotechnology products, pharmacogenetics, xenogenic cells, gene therapy, anti-bioresistance, vaccines and biological threats","En 2002 se reunirán 10 grupos ad hoc Los grupos ad hoc se ocupan de pediatría, oncología, medicamentos contra el VIH, comparabilidad de los productos de biotecnología, farmacogenética, células xenogénicas, terapia génica, anti- biorresistencia, vacunas y amenazas biológicas."
"From 1978 to 1983 Dr Papaluca worked as a research fellow in the State University of Rome on projects in the area of clinical immunology, oncology and cellular immunology.","Papaluca trabajó en el Tercer Departamento de Medicina Interna de la Universidad de Roma, ocupándose de proyectos de investigación en el área de la inmunología clínica y la inmunología celular."
"The initial pilot phase will see the creation of therapeutic advisory groups in three areas: anti-infectives, oncology and diagnostic agents",El aumento del número de solicitudes para la designación de medicamentos huérfanos – cerca del 40% de las solicitudes totales en 2003 – repercutirá en los procedimientos de trabajo.
2) – Addendum on paediatric oncology,Página 41/ 58
"From 1978 to 1983 Dr Papaluca worked as a research fellow in the State University of Rome on projects in the area of clinical immunology, oncology and cellular immunology.","De 1978 a 1983, la Dra."
From 1984 to 1985 she studied for a BSc (Honours) in pharmacology and from 1985 to 1988 was a Research Fellow in pharmacology/oncology at the Mater Misericordiae Hospital in Dublin.,"De 1984 a 1985, estudió para obtener una licenciatura superior en farmacología y de 1985 a 1988 fue investigadora en farmacología y oncología en el hospital Mater Misericordiae de Dublín."
"• improve the technical and secretarial support to the harmonisation activities particularly for the Efficacy, Safety, Quality and Biotechnology Working Parties and for ICH-related activities • support the quality, consistency and production of guidance documents and their dissemination • establish contacts with specialist working groups and European learned societies to further improve dialogue with the scientific community • develop the principle of a multidisciplinary approach to address new issues related to the use of transgenic animals, transgenic plants and cells for the production of medicinal products • support the ad hoc working group on blood products, the working group on influenza vaccines and a number of specialised working groups e.g. on transmissible spongiform encephalopathies (TSE), including Creutzfeld-Jacob’s Disease (CJD), on the quality of plasma derived medicinal products and on gene transfer products • coordinate as required several clinical or multidisciplinary ad hoc CPMP working groups, e.g. on AIDS or oncology","• mejorar el apoyo técnico y de secretaría prestado a las actividades de armonización, especialmente a los Grupos de trabajo “Eficacia”, “Seguridad”, “Calidad” y “Biotecnología”, así como a las actividades relacionadas con la ICH; • apoyar la calidad, coherencia y elaboración de documentos orientativos, así como su divulgación; • establecer contactos con grupos de trabajo especializados y sociedades académicas europeas para seguir intensificando el diálogo con la comunidad científica; • desarrollar el principio de una estrategia multidisciplinaria para abordar nuevas cuestiones relacionadas con el uso de animales transgénicos, plantas transgénicas y células para la producción de medicamentos; • prestar apoyo al grupo de trabajo ad hoc sobre hemoderivados, al grupo de trabajo sobre vacunas contra la gripe y a una serie de grupos de trabajo especializados, como el de encefalopatías espongiformes transmisibles (TSE), entre ellas la enfermedad de Creutzfeld-Jacob (CJD), el de calidad de los medicamentos derivados del plasma y el de productos de transferencia génica; • coordinar a diferentes grupos de trabajo ad hoc clínicos o multidisciplinarios del CPMP, según sea necesario; e.g., SIDA u oncología."
From 1984 to 1985 she studied for a BSc (Honours) in pharmacology and from 1985 to 1988 was a Research Fellow in pharmacology/oncology at the Mater Misericordiae Hospital in Dublin.,"De 1984 a 1985, estudió para obtener una licenciatura superior en farmacología y de 1985 a 1988 fue investigadora en farmacología y oncología en el hospital Mater Misericordiae de Dublín."
"Given that there are studies demonstrating negative effects of combined HRT on the risk of breast cancer and cardiovascular complications, the general recommendation for HRT is to only treat women with severe symptoms, negatively affecting their quality of life.","Dado que en algunos ensayos se han demostrado los efectos negativos del THS combinado en el riesgo de cáncer de mama y la existencia de complicaciones cardiovasculares, la recomendación general para la THS es tratar únicamente a las mujeres con síntomas importantes que afecten de forma negativa a su calidad de vida."
"Summary of CHMP’ s Opinion The CHMP noted that the applicant had provided the following arguments to support the endometrial safety of Activelle 0.5 mg/ 0.1 mg: a. the proliferative effect of unopposed oestrogens on the endometrium is dose-dependant, b. this proliferative effect of unopposed oestrogens is time-dependant, especially for high oestrogen doses, c. continuous combined therapy over long duration is more protective that sequential therapy in the prevention of endometrial hyperplasia or carcinoma.","Resumen del dictamen del CHMP El CHMP consideró que el solicitante había presentado los siguientes argumentos para justificar la seguridad endometrial de Activelle 0,5 mg/ 0,1 mg: a. el efecto proliferativo de los estrógenos solos sobre el endometrio depende de la dosis, b. este efecto proliferativo de los estrógenos solos depende del tiempo, sobre todo cuando se administran dosis altas, c. el tratamiento combinado continuo de larga duración confiere una mayor protección que el tratamiento secuencial en la prevención de la hiperplasia o del carcinoma endometriales."
Continuous combined therapy versus sequential therapy in the prevention of endometrial hyperplasia or carcinoma,El tratamiento combinado continuo frente al tratamiento secuencial en la prevención de la hiperplasia o el carcinoma endometriales
"Hypersensitivity to the active substances or to any of the excipients Known, past or suspected breast cancer Known or suspected oestrogen-dependent malignant tumours (e.g. endometrial cancer)","4.3 Contraindicaciones • Hipersensibilidad a los principios activos o a cualquiera de los excipientes. • Cáncer de mama conocido, sospecha o historia previa de cáncer de mama"
Women should be advised what changes in their breasts should be reported to their doctor or nurse (see section below “Breast cancer”).,Se debe informar a las mujeres sobre qué cambios en las mamas deben ser comunicados a su médico o enfermera (ver “ Cáncer de mama”).
1st degree heredity for breast cancer,Cáncer de mama hereditario en 1º grado)
Endometrial hyperplasia The risk of endometrial hyperplasia and carcinoma is increased when oestrogens are administered alone for prolonged periods (see section 4.8).,El riesgo de hiperplasia y carcinoma endometrial aumenta cuando se administran estrógenos solos durante períodos prolongados (ver sección 4.8).
"Breast cancer A randomised placebo-controlled trial, the Women’s Health Initiative study (WHI), and epidemiological studies, including the Million Women Study (MWS), have reported an increased risk of breast cancer in women taking oestrogens, oestrogen-progestagen combinations or tibolone for HRT for several years (see section 4.8).","Se ha informado de un aumento de riesgo de cáncer de mama en mujeres que toman estrógenos, combinaciones de estrógenos-progestágenos o tibolona como THS durante varios años, a través de un ensayo randomizado, placebo-controlado, llamado Women´s Health Initiative Study (WHI), y estudios epidemiológicos, incluyendo el Million Woman Study (MWS) (ver Sección 4.8)."
"In the MWS, the relative risk of breast cancer with conjugated equine oestrogens (CEE) or estradiol (E2) was greater when a progestagen was added, either sequentially or continuously, and regardless of type of progestagen.","En el estudio MWS, el riesgo relativo de cáncer de mama con estrógenos equinos conjugados (EEC) o estradiol (E2) fue mayor cuando se añadió un progestágeno, bien secuencialmente o de forma continua e independientemente del tipo de progestágeno."
"In the WHI study, the continuous combined conjugated equine oestrogen and medroxyprogesterone acetate (CEE + MPA) product used was associated with breast cancers that were slightly larger in size and more frequently had local lymph node metastases compared to placebo.","En el estudio WHI, el producto utilizado, compuesto por estrógeno equino conjugado combinado continuo y acetato de medroxi-progesterona (EEC + AMP) estuvo asociado con casos de cáncer de mama que fueron ligeramente mayores en tamaño y que de forma más frecuente presentaron metástasis de nódulos linfáticos locales en comparación con placebo."
"HRT, especially oestrogen-progestagen combined treatment, may increase the density of mammographic images which may adversely affect the radiological detection of breast cancer.","La THS, especialmente el tratamiento combinado estrógeno-progestágeno, aumenta la densidad de las imágenes mamográficas, lo que puede afectar de forma adversa a la detección radiológica del cáncer de mama."
Breast cancer:,Cáncer de mama
"According to evidence from a large number of epidemiological studies and one randomised placebo- controlled trial, the Women’s Health Initiative (WHI), the overall risk of breast cancer increases with increasing duration of HRT use in current or recent HRT users.","De acuerdo con la evidencia procedente de un gran número de estudios epidemiológicos y de un ensayo randomizado, placebo controlado, el estudio Women´s Health Initiative (WHI), el riesgo general de cáncer de mama aumenta cuando se prolonga el uso de la terapia hormonal en usuarias de la THS, tratadas actual o recientemente con dicha terapia."
"F or oestrogen plus progestagen combined HRT, several epidemiological studies have reported an overall higher risk for breast cancer than with oestrogens alone.","19 Para la THS combinada de estrógenos más progestágenos, diferentes estudios epidemiológicos han mostrado que en general hay un riesgo de cáncer de mama más elevado que con estrógenos solos."
"The MWS reported that, compared to never users, the use of various types of oestrogen-progestagen combined HRT was associated with a higher risk of breast cancer (RR = 2.00, 95%CI 1.88 – 2.12) than use of oestrogens alone (RR = 1.30, 95%CI 1.21 – 1.40) or use of tibolone (RR=1.45, 95%CI 1.25 – 1.68).","El estudio MWS informó que, comparado con no usuarias, el uso de distintos tipos de la THS combinada estrógenos– progestágenos estuvo asociada con un riesgo superior de cáncer de mama ((RR= 2.00, 95% CI (1.88-2.12)) que con el uso de estrógenos solos ((RR= 1.30, 95% CI (1.21 -1.40)) o con el uso de tibolona ((RR= 1.45; 95% CI (1.25-1.68))."
"The MWS has estimated, from the known average incidence of breast cancer in developed countries, that: • For women not using HRT, about 32 in every 1000 are expected to have breast cancer diagnosed between the ages of 50 and 64 years.","El estudio MWS ha estimado, a partir del conocimiento de la incidencia media de cáncer de mama en países desarrollados que: • Se espera que aproximadamente 32 de cada 1000 mujeres que no utilizan la THS, tengan cáncer de mama diagnosticado entre las edades de 50 y 64 años."
"The WHI trial estimated that after 5.6 years of follow-up of women between the ages of 50 and 79 years, an additional 8 cases of invasive breast cancer would be due to oestrogen-progestagen combined HRT (CEE + MPA) per 10,000 women years.","El ensayo WHI estimó que después de 5.6 años de seguimiento de mujeres de edades comprendidas entre 50 y 79 años, 8 casos adicionales de cáncer de mama invasivo por 10.000 mujeres tratadas al año, podrían ser debidos a la THS combinada estrógenos-progestágenos (EEC + AMP)"
The number of additional cases of breast cancer in women who use HRT is broadly similar for women who start HRT irrespective of age at start of use (between the ages of 45-65) (see section 4.4).,El número de casos adicionales de cáncer de mama en mujeres que utilizan la THS es en términos generales similar para mujeres que inician la THS independientemente de la edad al comienzo del uso (entre las edades de 45-65) (ver sección 4.4).
"Do not start taking Activelle: • If you are allergic (hypersensitive) to estradiol, norethisterone acetate or any of the other ingredients of Activelle (listed in section 6,“Further information”). • If you have or have had breast cancer, or if it is suspected • If you have cancer of the womb lining (endometrium), or if such an oestrogen dependent cancer is suspected • If you have any vaginal bleeding, which has not been diagnosed by your doctor • If you have endometrial hyperplasia (excessive growth of the womb lining) that is not being treated • If you have a blood clot (like deep vein thrombosis or lung embolism) or previously have had a blood clot without obvious cause, e.g. in connection with surgery or pregnancy • If you have recently had a heart attack, stroke, or have angina • If you have or have had a liver disorder and your liver tests have not returned to normal • If you have porphyria (a liver enzyme disease)","30 • Si tiene hiperplasia endometrial (excesivo crecimiento de la mucosa que recubre el útero) que no está siendo tratada • Si tiene o ha tenido trombos en la sangre (como la trombosis venosa profunda o embolismo pulmonar) o ha tenido anteriormente formación de coágulos sanguíneos sin causa obvia, por ej. en relación con cirugía o embarazo. • Si ha tenido recientemente un ataque al corazón, ictus o tiene angina • Si tiene o ha tenido alteraciones del hígado y los resultados de función hepática todavía no han vuelto a la normalidad. • Si tiene porfiria (enfermedad enzimática del hígado)"
"• If you have any condition affecting the womb lining, such as myoma (benign tissue tumour), endometriosis (presence of womb lining tissue outside the womb) or have had endometrial hyperplasia (excessive growth of the womb lining) • If you have a history of blood clots (thrombosis) or have risk factors for blood clots (these risk factors and symptoms for a blood clot are listed in section 4,“Other side effects of combined HRT”) • If any of your immediate family has had breast cancer, or other cancers related to oestrogen (endometrial cancer) • If you have high blood pressure • If you have a liver disorder such as liver adenoma (a benign tumour) • If you have a kidney or heart disorder • If you have diabetes or gallstone disease • If you have epilepsy or asthma • If you get migraines or severe headaches • If you have systemic lupus erythematosus (SLE, autoimmune collagen disease, which may affect many organ systems) • If you have high levels of fat in the blood (hypertriglyceridemia) • If you have otosclerosis (hearing loss sometimes linked to pregnancy).","Otros efectos adversos de la THS combinada) • Si alguno de los familiares inmediatos ha tenido cáncer de mama, u otro tipo de cáncer relacionado con los estrógenos (cáncer de endometrio) • Si tiene la presión sanguínea elevada • Si tiene una alteración hepática tal como el adenoma hepático (un tumor benigno) • Si tiene alteraciones de los riñones o del corazón • Si tiene diabetes o piedras en la vesícula • Si tiene epilepsia o asma • Si tiene migrañas o dolores de cabeza fuertes • Si tiene lupus eritematoso sistémico (LES, enfermedad autoinmune del colágeno que puede afectar a muchos sistemas de órganos) • Si tiene altos niveles de grasa en la sangre (hipertrigliceridemia) • Si tiene otosclerosis (pérdida progresiva de audición relacionada a veces con el embarazo)"
"If you have any close relative (mother, sister, maternal or paternal grandmother), who has suffered from serious illness, e.g. blood clot or breast cancer, you might also be at increased risk.","Si tiene un familiar cercano (madre, hermana, abuela materna o paterna) que haya tenido una enfermedad grave, por ej. trombos en la sangre o cáncer de mama, puede tener un riesgo mayor de sufrir algún efecto adverso."
Breast cancer Every woman is at risk of getting breast cancer whether or not she takes HRT.,En todas las mujeres hay un riesgo de padecer cáncer de mama independientemente de que esté o no en THS.
"If you are anxious for the risk of breast cancer, you should talk to your doctor about the risks and benefits of HRT.","Si a usted le preocupa el riesgo de padecer cáncer de mama, debe hablar con su médico sobre los riesgos y beneficios de la THS."
Veralipride treatment is contra-indicated in patients with prolactin- dependent tumours such as pituitary gland prolactinoma and breast cancer.,"El tratamiento con veraliprida está contraindicado en pacientes con tumores dependientes de la prolactina, como el prolactinoma hipofisario y el cáncer de mama."
But the effect of hyperprolactinemia in women with history of breast cancer is not elucidated.,"No obstante, no se ha determinado el efecto de la hiperprolactinemia en las mujeres con antecedentes de cáncer de mama."
"In a 2-year study in mice, incidences of hepatocellular adenoma in males and hepatocellular carcinomas in females were increased at the maximum dose used, and the maximum dose used was 250-fold higher than the highest human dose on a mg/ kg body-weight basis.","Atorvastatina debe utilizarse en terapia combinada con otros tratamientos hipolipemiantes (por ejemplo, aféresis de las LDL) en estos pacientes o si no se dispone de estos tratamientos."
"In a 2-year study in mice, incidences of hepatocellular adenoma in males and hepatocellular carcinomas in females were increased at the maximum dose used, and the maximum dose used was 250-fold higher than the highest human dose on a mg/ kg body-weight basis.","En un estudio de 2 años de duración en ratones, la incidencia de adenoma hepatocelular en los machos y de carcinomas hepatocelular en las hembras aumentó con la dosis máxima utilizada, siendo la dosis máxima utilizada 250 veces más alta que la dosis máxima empleada en humanos, en base a los mg/ kg de peso corporal."
"In a 2-year study in mice, incidences of hepatocellular adenoma in males and hepatocellular carcinomas in females were increased at the maximum dose used, and the maximum dose used was 250-fold higher than the highest human dose on a mg/ kg body-weight basis.","En un estudio de 2 años de duración en ratones, la incidencia de adenoma hepatocelular en los machos y de carcinomas hepatocelular en las hembras aumentó con la dosis máxima utilizada, siendo la dosis máxima utilizada 250 veces más alta que la dosis máxima empleada en humanos, en base a los mg/ kg de peso corporal."
"In a 2-year study in mice, incidences of hepatocellular adenoma in males and hepatocellular carcinomas in females were increased at the maximum dose used, and the maximum dose used was 250-fold higher than the highest human dose on a mg/ kg body-weight basis.","En un estudio de 2 años de duración en ratones, la incidencia de adenoma hepatocelular en los machos y de carcinomas hepatocelular en las hembras aumentó con la dosis máxima utilizada, siendo la dosis máxima utilizada 250 veces más alta que la dosis máxima empleada en humanos, en base a los mg/ kg de peso corporal."
"The effectiveness of bicalutamide 150 mg in the treatment of patients with locally advanced prostatic carcinoma without metastases, for whom primary treatment with hormones was indicated, was evaluated separately using the meta-analysis of two studies comprising 480 patients with prostatic carcinoma without metastases (M0) who had not been treated before.","La efectividad de bicalutamida 150 mg en el tratamiento de pacientes con cáncer de próstata localmente avanzado sin metástasis, para el que el tratamiento primario con hormonas estaba indicado, se evaluó por separado usando el meta análisis de dos estudios con 480 pacientes con cáncer de próstata sin metástasis (M0) sin tratamiento previo."
"Combined analysis of 2 clinical studies comprising 805 patients with metastatic prostatic carcinoma, who had not been treated before with expected mortality 43%, showed that the treatment with bicalutamide 150 mg is less effective than castration as for the survival time (HR = 1.30 [confidence interval 1.04 – 1.65]).","El análisis combinado de dos ensayos clínicos con 805 pacientes con cáncer de próstata metastásico sin tratamiento previo, con una mortalidad esperada del 43%, mostró que el tratamiento con bicalutamida 150 mg es menos eficaz que la castración en cuanto al tiempo de supervivencia (HR=1.30 [IC 1.04– 1.65])."
"hepatic failure, interstitial lung disease, breast cancer, and reports concerning pregnancy in partners of patients taking bicalutamide.","potenciales deben ser objeto de una vigilancia y un seguimiento más estrechos: insuficiencia cardiaca, insuficiencia hepática, enfermedad pulmonar intersticial, cáncer de mama e informes relativos al embarazo de las parejas de pacientes que reciban bicalutamida."
"This refers to two indications (treatment of locally advanced prostatic carcinoma without metastases, for which surgical castration or other type of medical intervention is not indicated or unacceptable; and as monotherapy in early treatment or as an adjunct to treatment with radiotherapy or radical prostatectomy in patients with prostatic carcinoma (T3-T4, any Stage N, M0) and this was considered to be of serious public health concern.","Esto se refiere a dos indicaciones: el tratamiento del carcinoma de próstata localmente avanzado sin metástasis, para el que no están indicados o son inaceptables la castración quirúrgica ni otro tipo de intervención médica; o bien en monoterapia, en el tratamiento inicial o como tratamiento coadyuvante a la radioterapia o a la ablación radical de la próstata en pacientes con carcinoma de próstata (T3-T4, en cualquier estadio N, M0), cuando lo anterior se considerase un motivo grave de preocupación para la salud pública."
